Dates ,DDH801 0         ,DuH801 0         ,FFH801 m/s       ,FuH801 m/s       ,PPH801 hPa       ,RHH801 %         ,RRH801 mm        ,T1H801 0C        ,T2H801 0C        ,T3H801 0C        ,T4H801 0C        ,T5H801 0C        ,T6H801 0C        ,VMH801 m/s       ,VuH801 m/s       
01/02/2000 03:30:00,189.7,,6.98,,1027.6,92,0,7.2,7.1,7.2,6.6,,5.8,6.99,
01/02/2000 04:00:00,185.9,,6.76,,1027.6,91,0,7,6.9,7,6.4,,5.8,6.79,
01/02/2000 04:30:00,192,,7.17,,1027.7,91,0,7.2,6.9,6.7,6.2,,5.6,7.18,
01/02/2000 05:00:00,200.6,,6.6,,1027.7,91,0,7.1,6.8,6.7,6.1,,5.6,6.66,
01/02/2000 05:30:00,201.4,,6.63,,1027.6,91,0,7.1,6.9,6.8,6.2,,6.1,6.66,
01/02/2000 06:00:00,199.6,,7.5,,1027.7,92,0,7.2,6.9,6.7,6.2,,5.9,7.51,
01/02/2000 06:30:00,196.5,,7.75,,1027.6,92,0,7.1,6.9,6.8,6.2,,5.8,7.78,
01/02/2000 07:00:00,190.3,,8.77,,1027.4,92,0,7.2,7,6.8,6.2,,5.9,8.78,
01/02/2000 07:30:00,192.4,,9.86,,1027.3,92,0,7.3,7,6.9,6.3,,5.9,9.87,
01/02/2000 08:00:00,199.4,,11.4,,1027.4,92,0,7.4,7.1,6.9,6.4,,6.4,11.41,
01/02/2000 08:30:00,,,,,,,,,,,,,,,
01/02/2000 09:00:00,216.8,,6.59,,1028.5,92,0,7.5,7.2,7.1,6.8,,6.3,6.61,
01/02/2000 09:30:00,213.6,,7.76,,1028.5,92,0,7.8,7.5,7.3,7,,6.5,7.77,
01/02/2000 10:00:00,200.7,,9.17,,1027.9,92,0,8.3,8,7.7,7.2,,6.7,9.18,
01/02/2000 10:30:00,201.9,,8.56,,1027.9,91,0,8.5,8.2,8,7.5,,6.9,8.58,
01/02/2000 11:00:00,211.1,,7.75,,1027.9,91,0,8.8,8.4,8.2,7.9,,7.1,7.8,
01/02/2000 11:30:00,212.9,,8.07,,1027.9,91,0,8.9,8.6,8.4,8,,7.3,8.09,
01/02/2000 12:00:00,209.2,,7.95,,1027.8,90,0,9.1,8.7,8.5,8.1,,7.4,7.96,
01/02/2000 12:30:00,211.6,,7.57,,1027.6,90,0,9.2,8.8,8.6,8.3,,7.5,7.58,
01/02/2000 13:00:00,219.6,,6.69,,1027.6,90,0,9.2,8.8,8.7,8.4,,7.6,6.7,
01/02/2000 13:30:00,228,,5.99,,1027.7,90,0,9.2,8.8,8.7,8.4,,7.6,6,
01/02/2000 14:00:00,226.9,,5.46,,1027.6,91,0,9.1,8.8,8.7,8.4,,7.6,5.46,
01/02/2000 14:30:00,222.3,,5.67,,1027.5,91,0,9.1,8.8,8.7,8.4,,7.7,5.68,
01/02/2000 15:00:00,219.5,,6.26,,1027.2,91,0,9.1,8.8,8.7,8.4,,7.7,6.27,
01/02/2000 15:30:00,214.6,,7.2,,1027.1,91,0,9.2,8.9,8.7,8.4,,7.7,7.21,
01/02/2000 16:00:00,212.9,,7.8,,1027,91,0,9.3,9,8.8,8.5,,7.8,7.8,
01/02/2000 16:30:00,207.2,,8.36,,1027,91,0,9.3,9,8.8,8.4,,7.8,8.37,
01/02/2000 17:00:00,206.8,,7.46,,1027.1,91,0,9.3,9,8.8,8.4,,7.7,7.47,
01/02/2000 17:30:00,208.4,,7.64,,1027.2,91,0,9.3,9,8.8,8.5,,7.8,7.64,
01/02/2000 18:00:00,211.4,,7.55,,1027.1,90,0,9.4,9,8.8,8.5,,7.8,7.55,
01/02/2000 18:30:00,209.6,,8.15,,1027.1,90,0,9.4,9,8.8,8.5,,7.8,8.15,
01/02/2000 19:00:00,213,,8.44,,1026.8,90,0,9.4,9.1,8.9,8.6,,7.8,8.45,
01/02/2000 19:30:00,210.9,,8.78,,1026.8,89,0,9.2,8.9,8.7,8.5,,7.6,8.79,
01/02/2000 20:00:00,215.8,,8.5,,1026.7,89,0,9.2,8.8,8.7,8.4,,7.7,8.51,
01/02/2000 20:30:00,214.1,,8.61,,1026.7,89,0,9.2,8.9,8.7,8.4,,7.8,8.62,
01/02/2000 21:00:00,210.1,,8.7,,1026.6,89,0,9.2,8.8,8.6,8.3,,7.7,8.7,
01/02/2000 21:30:00,211.1,,9.12,,1026.5,89,0,9.2,8.8,8.6,8.3,,7.6,9.14,
01/02/2000 22:00:00,201.3,,10.8,,1025.8,89,0,9.1,8.8,8.6,8.2,,7.4,10.81,
01/02/2000 22:30:00,197.4,,10.65,,1025.4,89,0,9,8.7,8.5,8.1,,7.3,10.66,
01/02/2000 23:00:00,200.6,,9.57,,1025.3,89,0,8.8,8.5,8.4,8,,7.2,9.59,
01/02/2000 23:30:00,209.3,,9.03,,1025.5,89,0,8.6,8.3,8.1,7.9,,7.1,9.04,
01/03/2000 00:00:00,214.5,,9.03,,1025.4,89,0,8.4,8.1,7.9,7.7,,7.1,9.03,
01/03/2000 00:30:00,210.8,,10.43,,1025.2,89,0,8.2,7.9,7.7,7.5,,7,10.44,
01/03/2000 01:00:00,208.6,,11.08,,1025,89,0,7.9,7.7,7.5,7.3,,6.7,11.09,
01/03/2000 01:30:00,206.2,,10.71,,1025,89,0,7.7,7.5,7.3,7,,6.4,10.72,
01/03/2000 02:00:00,202.8,,11.75,,1024.8,89,0,7.7,7.4,7.2,6.9,,6.4,11.75,
01/03/2000 02:30:00,201.7,,11.46,,1024.6,89,0,7.9,7.5,7.3,7,,6.4,11.47,
01/03/2000 03:00:00,198.8,,10.92,,1024.4,89,0,8.1,7.8,7.5,7.2,,6.5,10.93,
01/03/2000 03:30:00,203.7,,10.24,,1024.1,89,0,8.2,7.8,7.6,7.3,,6.5,10.27,
01/03/2000 04:00:00,206.5,,10.11,,1023.9,88,0,8.2,7.9,7.7,7.4,,6.6,10.12,
01/03/2000 04:30:00,210.1,,9.97,,1023.9,88,0,8.3,8,7.8,7.5,,6.6,9.98,
01/03/2000 05:00:00,207.6,,10.05,,1023.6,88,0,8.3,7.9,7.7,7.4,,6.6,10.05,
01/03/2000 05:30:00,210.7,,10.09,,1023.7,88,0,8.5,8.1,7.9,7.6,,6.8,10.09,
01/03/2000 06:00:00,213,,9.82,,1023.8,88,0,8.6,8.3,8.1,7.8,,7,9.82,
01/03/2000 06:30:00,210.3,,10.41,,1023.7,88,0,8.6,8.3,8.1,7.8,,7,10.42,
01/03/2000 07:00:00,206.4,,11.49,,1023.6,89,0,8.6,8.2,8.1,7.8,,7,11.49,
01/03/2000 07:30:00,,,,,,,,,,,,,,,
01/03/2000 08:00:00,206,,12.32,,1023.2,88,0,8.8,8.5,8.3,8,,7.3,12.32,
01/03/2000 08:30:00,207.3,,11.19,,1023.2,88,0,8.9,8.5,8.3,8,,7.2,11.2,
01/03/2000 09:00:00,210.7,,10.76,,1023.3,88,0,8.9,8.5,8.3,8,,7.2,10.77,
01/03/2000 09:30:00,213.5,,11.19,,1023.4,88,0,8.9,8.5,8.3,8,,7.2,11.2,
01/03/2000 10:00:00,210.5,,11.99,,1023.2,89,0,8.8,8.5,8.3,7.9,,7.2,12,
01/03/2000 10:30:00,209.9,,11.64,,1023.2,87,0,9.1,8.7,8.5,8.2,,7.4,11.65,
01/03/2000 11:00:00,209.6,,11.78,,1022.7,87,0,9.1,8.7,8.5,8.2,,7.4,11.8,
01/03/2000 11:30:00,211.8,,11.08,,1022.7,87,0,9.3,8.9,8.7,8.4,,7.5,11.09,
01/03/2000 12:00:00,212.3,,12.04,,1022.3,85,0,9.5,9.1,8.9,8.6,,7.8,12.04,
01/03/2000 12:30:00,213,,11.21,,1022,85,0,9.6,9.2,9,8.7,,7.9,11.22,
01/03/2000 13:00:00,215.2,,10.78,,1021.7,84,0,9.6,9.2,9,8.7,,7.9,10.79,
01/03/2000 13:30:00,213.4,,11.47,,1021.4,84,0,9.6,9.3,9.1,8.7,,8,11.48,
01/03/2000 14:00:00,212.7,,10.96,,1021.3,84,0,9.6,9.2,9,8.7,,7.9,10.98,
01/03/2000 14:30:00,209.7,,11.13,,1021.1,84,0,9.5,9.1,8.9,8.6,,7.8,11.14,
01/03/2000 15:00:00,209.4,,11.11,,1021,84,0,9.5,9.1,8.9,8.6,,7.7,11.11,
01/03/2000 15:30:00,210,,11.47,,1020.8,84,0,9.4,9,8.8,8.5,,7.7,11.48,
01/03/2000 16:00:00,211.7,,11.56,,1020.6,84,0,9.4,9,8.9,8.5,,7.8,11.57,
01/03/2000 16:30:00,208.1,,12.24,,1020.4,83,0,9.4,9,8.8,8.5,,7.8,12.25,
01/03/2000 17:00:00,209.4,,11.76,,1020.3,84,0,9.3,9,8.8,8.4,,7.7,11.77,
01/03/2000 17:30:00,211.2,,12.52,,1020,84,0,9.2,8.8,8.6,8.3,,7.6,12.52,
01/03/2000 18:00:00,210.7,,12.79,,1020,84,0,9.1,8.7,8.5,8.2,,7.4,12.8,
01/03/2000 18:30:00,211,,12.97,,1019.9,83,0,9,8.6,8.4,8.1,,7.3,12.97,
01/03/2000 19:00:00,210.1,,13.11,,1019.8,83,0,9,8.7,8.5,8.2,,7.4,13.12,
01/03/2000 19:30:00,209.3,,13.49,,1019.6,83,0,9.1,8.7,8.5,8.2,,7.5,13.49,
01/03/2000 20:00:00,207.8,,13.8,,1019.3,84,0,8.9,8.5,8.3,8,,7.3,13.81,
01/03/2000 20:30:00,207.7,,13.46,,1019.1,84,0,8.9,8.5,8.3,8,,7.2,13.47,
01/03/2000 21:00:00,207,,13.48,,1018.8,84,0,8.9,8.5,8.4,8.1,,7.3,13.48,
01/03/2000 21:30:00,211.2,,13.3,,1018.7,83,0,9,8.6,8.4,8.1,,7.4,13.3,
01/03/2000 22:00:00,213.3,,12.68,,1018.6,84,0,8.9,8.6,8.4,8.1,,7.3,12.69,
01/03/2000 22:30:00,214.6,,11.79,,1018.5,84,0,8.8,8.5,8.3,8,,7.1,11.79,
01/03/2000 23:00:00,214.2,,11.06,,1018.5,86,0.6,8.5,8.2,8,7.7,,6.7,11.07,
01/03/2000 23:30:00,211.4,,10.28,,1018.5,89,0.4,8.1,7.7,7.5,7.2,,6.4,10.29,
01/04/2000 00:00:00,212.9,,9.83,,1018.2,90,0,7.9,7.6,7.4,7.1,,6.4,9.84,
01/04/2000 00:30:00,214.8,,9.7,,1018,90,0.2,8,7.6,7.5,7.2,,6.4,9.71,
01/04/2000 01:00:00,216,,10.34,,1017.7,90,0,8,7.7,7.6,7.3,,6.5,10.35,
01/04/2000 01:30:00,217.1,,9.67,,1017.5,89,0,8.1,7.8,7.6,7.3,,6.5,9.68,
01/04/2000 02:00:00,217.3,,9.22,,1017.5,90,0,8,7.7,7.6,7.4,,6.5,9.23,
01/04/2000 02:30:00,214.9,,8.69,,1017.3,90,0,8,7.6,7.4,7.3,,6.5,8.7,
01/04/2000 03:00:00,216.5,,8.11,,1017.3,90,0.2,7.9,7.5,7.3,7.2,,6.5,8.12,
01/04/2000 03:30:00,218.7,,7.57,,1017.1,91,0.2,7.8,7.5,7.3,7,,6.4,7.57,
01/04/2000 04:00:00,217.5,,7.2,,1017,91,0.4,7.8,7.5,7.3,7,,6.5,7.2,
01/04/2000 04:30:00,220,,6.4,,1017.1,91,0.6,7.9,7.6,7.4,7.2,,6.6,6.41,
01/04/2000 05:00:00,219.1,,6.01,,1016.9,92,0,8,7.7,7.5,7.2,,6.7,6.02,
01/04/2000 05:30:00,221.6,,4.98,,1016.8,92,0.2,8.1,7.8,7.6,7.3,,6.7,4.99,
01/04/2000 06:00:00,222.6,,4.15,,1016.7,92,0.4,8.1,7.8,7.7,7.4,,6.8,4.15,
01/04/2000 06:30:00,,,,,,,,,,,,,,,
01/04/2000 07:00:00,215.3,,5.66,,1016.3,92,0.2,8.1,7.9,7.7,7.3,,6.9,5.66,
01/04/2000 07:30:00,212,,6.83,,1016.1,92,0.2,8.2,7.9,7.8,7.4,,7,6.83,
01/04/2000 08:00:00,210.8,,7.76,,1015.9,92,0.2,8.4,8,7.8,7.5,,7,7.76,
01/04/2000 08:30:00,208.2,,9.66,,1015.7,92,0,8.4,8.1,7.9,7.6,,7,9.67,
01/04/2000 09:00:00,207.2,,9.9,,1015.6,92,0.4,8.5,8.2,8,7.7,,7,9.9,
01/04/2000 09:30:00,205,,10.22,,1015.3,92,0.8,8.5,8.2,8,7.7,,7,10.23,
01/04/2000 10:00:00,202.9,,10.5,,1015.2,91,1,8.6,8.3,8.1,7.7,,7,10.51,
01/04/2000 10:30:00,201.3,,11.74,,1014.8,91,1.2,8.6,8.3,8.1,7.7,,7,11.75,
01/04/2000 11:00:00,201.7,,11.67,,1014.4,91,1.2,8.6,8.3,8.1,7.8,,7,11.68,
01/04/2000 11:30:00,199.5,,12.33,,1013.7,91,0.6,8.7,8.4,8.2,7.9,,7.1,12.33,
01/04/2000 12:00:00,201.8,,13.08,,1013.2,91,0.8,8.8,8.5,8.3,8,,7.2,13.09,
01/04/2000 12:30:00,203.3,,13.3,,1012.6,90,0.8,8.9,8.6,8.4,8.1,,7.2,13.31,
01/04/2000 13:00:00,207.4,,13.16,,1012.2,90,0.2,8.9,8.6,8.4,8.1,,7.3,13.17,
01/04/2000 13:30:00,214.1,,12.1,,1012,90,0.2,9.1,8.8,8.6,8.3,,7.6,12.12,
01/04/2000 14:00:00,218.8,,12.05,,1011.7,90,0,9.5,9.2,9,8.7,,7.9,12.06,
01/04/2000 14:30:00,224.1,,11.97,,1011.5,90,0,9.8,9.5,9.5,9.2,,8.4,11.98,
01/04/2000 15:00:00,228.2,,11.87,,1011.4,87,0,10.2,10,9.9,9.6,,8.8,11.89,
01/04/2000 15:30:00,249.2,,13.18,,1011.9,84,0,10.8,10.5,10.4,10,,9,13.35,
01/04/2000 16:00:00,263.2,,14.53,,1012.7,79,0,10.1,9.8,9.7,9.4,,8.6,14.55,
01/04/2000 16:30:00,248.8,,11.38,,1013,72,0,10.1,9.9,9.8,9.4,,8.5,11.42,
01/04/2000 17:00:00,236.6,,10.25,,1012.9,74,0,9.4,9.2,9.1,8.9,,8.1,10.26,
01/04/2000 17:30:00,229.9,,10.49,,1013.1,74,0,9,8.8,8.8,8.7,,8.1,10.5,
01/04/2000 18:00:00,232.9,,11.46,,1013.3,76,0,8.8,8.6,8.6,8.4,,7.8,11.46,
01/04/2000 18:30:00,229.6,,10.73,,1013.5,78,0,8.8,8.6,8.6,8.3,,7.8,10.73,
01/04/2000 19:00:00,229.6,,10.93,,1013.5,80,0,9,8.8,8.7,8.5,,7.9,10.94,
01/04/2000 19:30:00,231.3,,13.74,,1013.6,80,0,9.3,9,9,8.7,,7.9,13.78,
01/04/2000 20:00:00,249.2,,14.87,,1014.1,77,0,9.5,9.2,9.1,8.7,,7.6,14.93,
01/04/2000 20:30:00,254.1,,12.72,,1014.7,78,0,9.4,9.2,9.1,8.7,,7.7,12.73,
01/04/2000 21:00:00,255.2,,11.53,,1015.3,80,0,9.4,9.1,9,8.6,,7.6,11.56,
01/04/2000 21:30:00,271.6,,11.7,,1016,81,0,8.9,8.6,8.5,8.2,,7.4,11.75,
01/04/2000 22:00:00,282.7,,10.94,,1016.6,80,0,8,7.7,7.7,7.5,,6.8,10.95,
01/04/2000 22:30:00,281.6,,9.89,,1017.2,80,0,7.3,7.1,7.1,6.9,,6.3,9.89,
01/04/2000 23:00:00,279.2,,10.49,,1017.6,78,0,6.9,6.8,6.7,6.5,,6,10.5,
01/04/2000 23:30:00,279.3,,10,,1017.9,78,0,6.5,6.4,6.3,6.1,,5.7,10,
01/05/2000 00:00:00,277.1,,10.18,,1018.4,79,0,6.2,6,6,5.8,,5.5,10.18,
01/05/2000 00:30:00,274.3,,9.61,,1018.8,79,0,6,5.8,5.7,5.5,,5.1,9.61,
01/05/2000 01:00:00,272.5,,9.23,,1018.9,78,0,6.1,5.8,5.7,5.5,,5,9.24,
01/05/2000 01:30:00,266.8,,9.86,,1019.2,78,0,5.8,5.7,5.7,5.5,,5,9.87,
01/05/2000 02:00:00,261.5,,8.26,,1019.4,81,0,5.1,5.1,5.2,5.3,,4.7,8.27,
01/05/2000 02:30:00,252.9,,8.57,,1019.5,82,0,4.6,4.6,4.6,4.6,,4.4,8.58,
01/05/2000 03:00:00,252.8,,9.53,,1019.8,83,0,4.2,4.3,4.5,4.5,,4.2,9.53,
01/05/2000 03:30:00,255.8,,9.37,,1020,84,0,4.3,4.4,4.5,4.4,,3.9,9.38,
01/05/2000 04:00:00,263.1,,9.9,,1020.1,85,0,4.5,4.4,4.4,4.4,,4.3,9.91,
01/05/2000 04:30:00,264.3,,9.65,,1020.1,85,0,4.4,4.2,4.3,4.3,,4.4,9.65,
01/05/2000 05:00:00,267.2,,9.47,,1020.3,85,0,4.2,4.2,4.3,4.4,,4.7,9.48,
01/05/2000 05:30:00,,,,,,,,,,,,,,,
01/05/2000 06:00:00,249.3,,7.82,,1020.4,86,0,3.7,3.6,3.7,3.9,,4.1,7.86,
01/05/2000 06:30:00,229.7,,7.37,,1020.5,86,0,3.7,3.5,3.5,3.4,,3.8,7.42,
01/05/2000 07:00:00,227.8,,8.01,,1020.7,86,0,3.5,3.3,3.2,3.4,,4.1,8.05,
01/05/2000 07:30:00,226.7,,8.19,,1020.8,87,0,3.5,3.3,3.1,3.2,,4.7,8.24,
01/05/2000 08:00:00,219.4,,8.74,,1020.7,87,0,3.5,3.3,3.2,3.2,,4.8,8.74,
01/05/2000 08:30:00,216.6,,8.62,,1020.9,87,0,3.7,3.5,3.3,3.3,,5.3,8.63,
01/05/2000 09:00:00,210.7,,9.35,,1021,88,0,3.9,3.7,3.5,3.3,,5.5,9.35,
01/05/2000 09:30:00,211.3,,9.71,,1020.9,88,0,4.4,4.1,3.8,3.5,,5.3,9.72,
01/05/2000 10:00:00,207.9,,10.38,,1020.7,87,0,4.9,4.6,4.3,3.9,,5.5,10.38,
01/05/2000 10:30:00,207.7,,10.26,,1020.7,86,0,5.4,5.1,4.9,4.5,,5,10.27,
01/05/2000 11:00:00,195.3,,8.4,,1020.5,86,0,6,5.7,5.4,4.8,,4.4,8.42,
01/05/2000 11:30:00,194.5,,7.74,,1020.3,85,0,6.6,6.3,6,5.4,,4.9,7.76,
01/05/2000 12:00:00,197.7,,8.12,,1020,83,0,7.2,6.8,6.6,6.1,,5.8,8.13,
01/05/2000 12:30:00,195.4,,8.02,,1019.7,82,0,7.8,7.5,7.2,6.7,,6.2,8.03,
01/05/2000 13:00:00,194.3,,7.5,,1019.6,81,0,8.3,7.9,7.6,7.2,,6.5,7.51,
01/05/2000 13:30:00,195.6,,8.53,,1019.2,80,0,8.5,8.1,7.8,7.4,,6.9,8.55,
01/05/2000 14:00:00,195.3,,9.2,,1019.1,81,0,8.4,8,7.8,7.3,,6.7,9.21,
01/05/2000 14:30:00,198.1,,8.98,,1019,83,0,8.3,7.9,7.7,7.2,,6.6,8.99,
01/05/2000 15:00:00,197,,10.6,,1018.7,84,0,8,7.6,7.4,7,,6.3,10.6,
01/05/2000 15:30:00,196.4,,10.53,,1018.6,85,0,7.6,7.3,7.1,6.7,,5.9,10.54,
01/05/2000 16:00:00,188.7,,9.18,,1018.4,85,0,7.6,7.4,7.2,6.7,,5.9,9.2,
01/05/2000 16:30:00,196.8,,10.41,,1018.5,85,0,7.4,7.1,6.9,6.5,,5.7,10.42,
01/05/2000 17:00:00,194.2,,9.47,,1018.3,85,0,7.5,7.2,7,6.5,,5.8,9.49,
01/05/2000 17:30:00,192.1,,10.7,,1018.1,86,0,7.5,7.2,7,6.6,,6.1,10.7,
01/05/2000 18:00:00,189.4,,11.8,,1017.8,86,0,7.5,7.2,7,6.6,,6.3,11.81,
01/05/2000 18:30:00,191.4,,12.48,,1017.6,86,0,7.6,7.3,7.2,6.8,,6.4,12.48,
01/05/2000 19:00:00,195,,12.86,,1017.6,85,0,7.6,7.3,7.1,6.8,,6.4,12.86,
01/05/2000 19:30:00,196,,12.43,,1017.5,85,0,7.5,7.2,7,6.7,,6.3,12.43,
01/05/2000 20:00:00,194.5,,11.63,,1017.5,85,0,7.5,7.3,7.1,6.7,,6.3,11.64,
01/05/2000 20:30:00,187.4,,11.24,,1017.3,86,0,7.5,7.3,7.2,6.7,,6.3,11.24,
01/05/2000 21:00:00,190.5,,11.47,,1017.2,86,0,7.6,7.4,7.2,6.7,,6.2,11.47,
01/05/2000 21:30:00,190.3,,11.76,,1017.1,86,0,7.5,7.3,7.1,6.7,,6.3,11.77,
01/05/2000 22:00:00,191.6,,12.6,,1016.8,86,0,7.5,7.3,7.1,6.7,,6.3,12.6,
01/05/2000 22:30:00,194.8,,12.77,,1016.6,85,0,7.5,7.2,7,6.7,,6.1,12.78,
01/05/2000 23:00:00,197,,12.96,,1016.5,85,0,7.5,7.3,7,6.8,,6.2,12.97,
01/05/2000 23:30:00,195.3,,12.12,,1016.3,86,0,7.5,7.2,7,6.7,,6.1,12.12,
01/06/2000 00:00:00,193.1,,12.54,,1016.1,86,0,7.5,7.2,7,6.6,,6.1,12.54,
01/06/2000 00:30:00,199.3,,13.19,,1016.2,85,0,7.3,7.1,6.9,6.7,,6.1,13.2,
01/06/2000 01:00:00,199.5,,12.36,,1016.1,85,0,7.3,7,6.8,6.6,,6,12.38,
01/06/2000 01:30:00,198.4,,12.14,,1016,85,0,7.3,7.1,6.9,6.5,,6,12.15,
